Altitude,Latitude,Longitude,B_r,B_phi,B_theta,B_magnitude
400.0,75.1,-39.9,-46016.30,-2421.71,-5605.47,46419.67
400.0,75.1,-29.9,-45687.35,-2057.39,-6217.07,46154.29
400.0,75.1,-19.9,-45449.30,-1511.87,-6702.83,45965.78
400.0,75.1,-9.9,-45328.14,-840.62,-7024.90,45876.97
400.0,75.1,0.1,-45340.68,-104.98,-7164.28,45903.33
400.0,75.1,10.1,-45494.21,633.75,-7118.17,46052.07
400.0,75.1,20.1,-45786.80,1317.28,-6896.52,46322.00
400.0,75.1,30.1,-46207.05,1891.04,-6519.89,46703.06
400.0,75.1,40.1,-46732.93,2304.83,-6019.57,47175.36
400.0,75.1,50.1,-47330.84,2515.86,-5439.37,47708.75
400.0,75.1,60.1,-47955.68,2495.27,-4836.42,48263.49
400.0,75.1,70.1,-48553.96,2236.92,-4278.48,48793.41
400.0,75.1,80.1,-49070.44,1764.89,-3836.01,49251.78
400.0,75.1,90.1,-49456.99,1135.67,-3570.06,49598.68
400.0,75.1,100.1,-49681.37,432.55,-3519.32,49807.74
400.0,75.1,110.1,-49733.33,-247.38,-3690.26,49870.66
400.0,75.1,120.1,-49625.80,-810.73,-4053.82,49797.70
400.0,75.1,130.1,-49391.38,-1184.73,-4550.11,49614.68
400.0,75.1,140.1,-49074.92,-1329.31,-5099.68,49357.08
400.0,75.1,150.1,-48725.03,-1241.20,-5618.05,49063.55
400.0,75.1,160.1,-48386.59,-950.71,-6029.23,48770.05
400.0,75.1,170.1,-48095.71,-513.42,-6275.64,48506.12
400.0,80.1,-179.9,-48347.42,-88.40,-3633.54,48483.85
400.0,80.1,-169.9,-48231.53,188.78,-3560.98,48363.18
400.0,80.1,-159.9,-48144.40,420.14,-3366.20,48263.76
400.0,80.1,-149.9,-48082.41,561.94,-3075.92,48183.97
400.0,80.1,-139.9,-48037.36,582.53,-2730.54,48118.42
400.0,80.1,-129.9,-47997.75,466.59,-2379.24,48058.95
400.0,80.1,-119.9,-47950.63,217.43,-2073.95,47995.95
400.0,80.1,-109.9,-47883.70,-142.84,-1862.61,47920.12
400.0,80.1,-99.9,-47787.13,-575.61,-1782.80,47823.84
400.0,80.1,-89.9,-47655.53,-1030.42,-1856.39,47702.80
400.0,80.1,-79.9,-47488.95,-1451.45,-2086.15,47556.90
400.0,80.1,-69.9,-47293.41,-1784.96,-2455.13,47390.73
400.0,80.1,-59.9,-47080.54,-1986.62,-2928.91,47213.38
400.0,80.1,-49.9,-46866.19,-2027.20,-3460.46,47037.48
400.0,80.1,-39.9,-46668.84,-1895.86,-3996.58,46878.01
400.0,80.1,-29.9,-46507.42,-1600.51,-4484.73,46750.56
400.0,80.1,-19.9,-46399.27,-1165.69,-4878.89,46669.64
400.0,80.1,-9.9,-46358.37,-628.76,-5143.75,46647.10
400.0,80.1,0.1,-46394.18,-35.41,-5257.09,46691.09
400.0,80.1,10.1,-46510.63,564.66,-5210.50,46804.99
400.0,80.1,20.1,-46705.73,1121.56,-5009.16,46986.97
400.0,80.1,30.1,-46971.22,1588.59,-4671.26,47229.65
400.0,80.1,40.1,-47292.55,1925.56,-4227.13,47520.12
400.0,80.1,50.1,-47649.53,2102.55,-3717.90,47840.58
400.0,80.1,60.1,-48017.52,2103.96,-3192.93,48169.54
400.0,80.1,70.1,-48369.60,1932.09,-2705.49,48483.71
400.0,80.1,80.1,-48679.55,1609.03,-2306.50,48760.72
400.0,80.1,90.1,-48925.18,1175.71,-2037.28,48981.70
400.0,80.1,100.1,-49091.45,687.24,-1922.72,49133.89
400.0,80.1,110.1,-49172.23,205.30,-1966.61,49211.97
400.0,80.1,120.1,-49171.04,-211.30,-2150.64,49218.50
400.0,80.1,130.1,-49099.61,-515.54,-2437.24,49162.77
400.0,80.1,140.1,-48975.66,-678.98,-2775.90,49058.96
400.0,80.1,150.1,-48819.64,-694.97,-3111.21,48923.61
400.0,80.1,160.1,-48651.95,-578.15,-3391.16,48773.41
400.0,80.1,170.1,-48490.12,-361.01,-3574.08,48623.00
400.0,85.1,-179.9,-48320.50,-124.44,-1120.50,48333.65
400.0,85.1,-169.9,-48254.51,-89.34,-1116.79,48267.52
400.0,85.1,-159.9,-48188.64,-70.04,-1068.64,48200.54
400.0,85.1,-149.9,-48123.36,-85.80,-987.60,48133.57
400.0,85.1,-139.9,-48058.27,-150.12,-891.89,48066.78
400.0,85.1,-129.9,-47992.14,-268.67,-803.90,47999.62
400.0,85.1,-119.9,-47923.39,-438.28,-747.10,47931.21
400.0,85.1,-109.9,-47850.59,-646.98,-742.77,47860.73
400.0,85.1,-99.9,-47772.95,-875.28,-806.98,47787.78
400.0,85.1,-89.9,-47690.59,-1098.48,-948.14,47712.66
400.0,85.1,-79.9,-47604.82,-1289.58,-1165.55,47636.54
400.0,85.1,-69.9,-47518.32,-1422.74,-1449.08,47561.70
400.0,85.1,-59.9,-47434.93,-1476.44,-1780.08,47491.27
400.0,85.1,-49.9,-47359.43,-1436.22,-2133.31,47429.20
400.0,85.1,-39.9,-47297.12,-1296.49,-2479.70,47379.82
400.0,85.1,-29.9,-47253.24,-1061.30,-2789.45,47347.40
400.0,85.1,-19.9,-47232.60,-744.03,-3035.20,47335.87
400.0,85.1,-9.9,-47238.82,-366.04,-3194.74,47348.14
400.0,85.1,0.1,-47274.16,45.34,-3253.21,47385.98
400.0,85.1,10.1,-47338.86,459.42,-3204.49,47449.42
400.0,85.1,20.1,-47431.29,844.92,-3051.78,47536.88
400.0,85.1,30.1,-47547.77,1172.86,-2807.37,47645.01
400.0,85.1,40.1,-47682.66,1419.29,-2491.61,47768.80
400.0,85.1,50.1,-47828.93,1567.65,-2131.08,47902.04
400.0,85.1,60.1,-47978.45,1610.50,-1756.11,48037.58
400.0,85.1,70.1,-48122.91,1550.47,-1397.63,48168.16
400.0,85.1,80.1,-48254.40,1400.06,-1083.93,48286.87
400.0,85.1,90.1,-48366.12,1180.27,-837.40,48387.77
400.0,85.1,100.1,-48453.14,918.05,-671.97,48466.49
400.0,85.1,110.1,-48512.66,642.96,-591.58,48520.52
400.0,85.1,120.1,-48544.14,383.31,-589.98,48549.25
400.0,85.1,130.1,-48549.24,162.64,-651.99,48553.89
400.0,85.1,140.1,-48531.18,-3.15,-755.95,48537.07
400.0,85.1,150.1,-48494.50,-107.54,-877.00,48502.55
400.0,85.1,160.1,-48444.09,-153.62,-990.74,48454.46
400.0,85.1,170.1,-48384.71,-153.16,-1076.58,48396.93
